posted_date,city,new_cases,new_tests,new_deaths
2020-02-06,Aliso Viejo,1,1,0
2020-03-09,Aliso Viejo,1,2,0
2020-03-11,Aliso Viejo,0,2,0
2020-03-12,Aliso Viejo,0,1,0
2020-03-13,Aliso Viejo,0,1,0
2020-03-14,Aliso Viejo,0,1,0
2020-03-15,Aliso Viejo,0,2,0
2020-03-16,Aliso Viejo,0,12,0
2020-03-17,Aliso Viejo,1,11,0
2020-03-18,Aliso Viejo,0,10,0
2020-03-19,Aliso Viejo,0,6,0
2020-03-20,Aliso Viejo,0,9,0
2020-03-21,Aliso Viejo,0,1,0
2020-03-22,Aliso Viejo,1,3,0
2020-03-23,Aliso Viejo,1,7,0
2020-03-24,Aliso Viejo,2,4,0
2020-03-25,Aliso Viejo,0,9,0
2020-03-26,Aliso Viejo,0,5,0
2020-03-27,Aliso Viejo,1,12,0
2020-03-28,Aliso Viejo,2,7,0
2020-03-29,Aliso Viejo,0,3,0
2020-03-30,Aliso Viejo,1,6,0
2020-03-31,Aliso Viejo,0,5,0
2020-04-01,Aliso Viejo,1,17,0
2020-04-02,Aliso Viejo,3,14,0
2020-04-03,Aliso Viejo,0,10,1
2020-04-04,Aliso Viejo,0,6,0
2020-04-05,Aliso Viejo,0,2,0
2020-04-06,Aliso Viejo,0,7,0
2020-04-07,Aliso Viejo,0,7,0
2020-04-08,Aliso Viejo,0,9,0
2020-04-09,Aliso Viejo,0,3,0
2020-04-10,Aliso Viejo,0,11,0
2020-04-11,Aliso Viejo,0,5,0
2020-04-13,Aliso Viejo,1,10,0
2020-04-14,Aliso Viejo,1,12,0
2020-04-15,Aliso Viejo,0,6,0
2020-04-16,Aliso Viejo,1,9,0
2020-04-17,Aliso Viejo,0,11,0
2020-04-18,Aliso Viejo,0,6,0
2020-04-19,Aliso Viejo,0,1,0
2020-04-20,Aliso Viejo,0,11,0
2020-04-21,Aliso Viejo,0,8,0
2020-04-22,Aliso Viejo,1,13,0
2020-04-23,Aliso Viejo,0,16,0
2020-04-24,Aliso Viejo,0,17,0
2020-04-25,Aliso Viejo,0,12,0
2020-04-26,Aliso Viejo,0,7,0
2020-04-27,Aliso Viejo,0,19,0
2020-04-28,Aliso Viejo,1,20,0
2020-04-29,Aliso Viejo,0,16,0
2020-04-30,Aliso Viejo,1,23,0
2020-05-01,Aliso Viejo,0,306,0
2020-05-02,Aliso Viejo,0,17,0
2020-05-03,Aliso Viejo,0,4,0
2020-05-04,Aliso Viejo,0,15,0
2020-05-05,Aliso Viejo,1,28,0
2020-05-06,Aliso Viejo,0,92,0
2020-05-07,Aliso Viejo,3,19,0
2020-05-08,Aliso Viejo,1,23,0
2020-05-09,Aliso Viejo,1,13,0
2020-05-10,Aliso Viejo,0,13,0
2020-05-11,Aliso Viejo,0,27,0
2020-05-12,Aliso Viejo,2,30,0
2020-05-13,Aliso Viejo,0,135,0
2020-05-14,Aliso Viejo,0,21,0
2020-05-15,Aliso Viejo,4,35,0
2020-05-16,Aliso Viejo,0,11,0
2020-05-17,Aliso Viejo,0,15,0
2020-05-18,Aliso Viejo,1,35,0
2020-05-19,Aliso Viejo,0,30,0
2020-05-20,Aliso Viejo,0,138,0
2020-05-21,Aliso Viejo,0,33,0
2020-05-22,Aliso Viejo,0,32,0
2020-05-23,Aliso Viejo,0,19,0
2020-05-24,Aliso Viejo,0,14,0
2020-05-25,Aliso Viejo,0,11,0
2020-05-26,Aliso Viejo,0,51,0
2020-05-27,Aliso Viejo,0,37,0
2020-05-28,Aliso Viejo,2,44,0
2020-05-29,Aliso Viejo,1,43,0
2020-05-30,Aliso Viejo,0,10,0
2020-05-31,Aliso Viejo,1,20,0
2020-06-01,Aliso Viejo,0,32,0
2020-06-02,Aliso Viejo,0,132,0
2020-06-03,Aliso Viejo,0,35,0
2020-06-04,Aliso Viejo,2,35,0
2020-06-05,Aliso Viejo,0,42,0
2020-06-06,Aliso Viejo,0,19,0
2020-06-07,Aliso Viejo,0,11,0
2020-06-08,Aliso Viejo,0,34,0
2020-06-09,Aliso Viejo,0,144,0
2020-06-10,Aliso Viejo,1,44,0
2020-06-11,Aliso Viejo,4,65,0
2020-06-12,Aliso Viejo,0,53,0
2020-06-13,Aliso Viejo,3,28,0
2020-06-14,Aliso Viejo,2,30,0
2020-06-15,Aliso Viejo,6,55,0
2020-06-16,Aliso Viejo,3,145,0
2020-06-17,Aliso Viejo,8,164,0
2020-06-18,Aliso Viejo,2,59,0
2020-06-19,Aliso Viejo,3,76,0
2020-06-20,Aliso Viejo,3,47,0
2020-06-21,Aliso Viejo,2,22,0
2020-06-22,Aliso Viejo,12,66,0
2020-06-23,Aliso Viejo,7,239,0
2020-06-24,Aliso Viejo,6,94,0
2020-06-25,Aliso Viejo,9,90,0
2020-06-26,Aliso Viejo,15,106,0
2020-06-27,Aliso Viejo,9,46,0
2020-06-28,Aliso Viejo,4,44,0
2020-06-29,Aliso Viejo,9,109,0
2020-06-30,Aliso Viejo,9,195,0
2020-07-01,Aliso Viejo,9,96,0
2020-07-02,Aliso Viejo,18,110,0
2020-07-03,Aliso Viejo,6,96,0
2020-07-04,Aliso Viejo,2,36,0
2020-07-05,Aliso Viejo,3,40,0
2020-07-06,Aliso Viejo,12,104,0
2020-07-07,Aliso Viejo,13,240,1
2020-07-08,Aliso Viejo,8,190,0
2020-07-09,Aliso Viejo,9,87,0
2020-07-10,Aliso Viejo,6,88,0
2020-07-11,Aliso Viejo,4,42,0
2020-07-12,Aliso Viejo,1,26,0
2020-07-13,Aliso Viejo,10,100,0
2020-07-14,Aliso Viejo,5,182,0
2020-07-15,Aliso Viejo,4,81,0
2020-07-16,Aliso Viejo,3,84,0
2020-07-17,Aliso Viejo,2,73,0
2020-07-18,Aliso Viejo,1,48,0
2020-07-19,Aliso Viejo,2,31,0
2020-07-20,Aliso Viejo,4,74,0
2020-07-21,Aliso Viejo,5,211,0
2020-07-22,Aliso Viejo,4,186,0
2020-07-23,Aliso Viejo,1,53,0
2020-07-24,Aliso Viejo,3,63,1
2020-07-25,Aliso Viejo,0,51,0
2020-07-26,Aliso Viejo,1,33,0
2020-07-27,Aliso Viejo,3,51,0
2020-07-28,Aliso Viejo,1,177,0
2020-07-29,Aliso Viejo,2,58,0
2020-07-30,Aliso Viejo,2,62,0
2020-07-31,Aliso Viejo,1,56,0
2020-08-01,Aliso Viejo,1,44,0
2020-08-02,Aliso Viejo,2,38,0
2020-08-03,Aliso Viejo,2,57,0
2020-08-04,Aliso Viejo,4,197,0
2020-08-05,Aliso Viejo,1,179,0
2020-08-06,Aliso Viejo,2,55,0
2020-08-07,Aliso Viejo,1,55,0
2020-08-08,Aliso Viejo,1,41,0
2020-08-09,Aliso Viejo,1,25,0
2020-08-10,Aliso Viejo,1,53,0
2020-08-11,Aliso Viejo,2,157,0
2020-08-12,Aliso Viejo,1,60,0
2020-08-13,Aliso Viejo,3,56,0
2020-08-14,Aliso Viejo,3,79,0
2020-08-15,Aliso Viejo,1,26,0
2020-08-16,Aliso Viejo,0,25,0
2020-08-17,Aliso Viejo,2,44,0
2020-08-18,Aliso Viejo,2,175,0
2020-08-19,Aliso Viejo,0,172,0
2020-08-20,Aliso Viejo,1,43,0
2020-08-21,Aliso Viejo,1,64,0
2020-08-22,Aliso Viejo,0,36,0
2020-08-23,Aliso Viejo,1,32,0
2020-08-24,Aliso Viejo,1,50,0
2020-08-25,Aliso Viejo,3,71,0
2020-08-26,Aliso Viejo,1,61,0
2020-08-27,Aliso Viejo,4,71,0
2020-08-28,Aliso Viejo,1,42,0
2020-08-29,Aliso Viejo,4,35,0
2020-08-30,Aliso Viejo,0,25,0
2020-08-31,Aliso Viejo,1,62,0
2020-09-01,Aliso Viejo,0,62,0
2020-09-02,Aliso Viejo,3,77,0
2020-09-03,Aliso Viejo,1,37,0
2020-09-04,Aliso Viejo,3,59,0
2020-09-05,Aliso Viejo,0,29,0
2020-09-06,Aliso Viejo,0,30,0
2020-09-07,Aliso Viejo,0,18,0
2020-09-08,Aliso Viejo,1,86,0
2020-09-09,Aliso Viejo,2,69,0
2020-09-10,Aliso Viejo,0,63,0
2020-09-11,Aliso Viejo,3,51,0
2020-09-12,Aliso Viejo,0,31,0
2020-09-13,Aliso Viejo,2,16,0
2020-09-14,Aliso Viejo,1,41,0
2020-09-15,Aliso Viejo,3,38,0
2020-09-16,Aliso Viejo,1,28,0
2020-09-17,Aliso Viejo,1,16,0
2020-09-18,Aliso Viejo,0,10,0
2020-09-19,Aliso Viejo,0,3,0
2020-09-20,Aliso Viejo,0,1,0
2020-01-07,Anaheim,0,4,0
2020-02-07,Anaheim,3,5,0
2020-02-09,Anaheim,1,1,0
2020-02-27,Anaheim,0,1,0
2020-03-02,Anaheim,0,1,0
2020-03-03,Anaheim,0,2,0
2020-03-04,Anaheim,0,2,0
2020-03-06,Anaheim,0,4,0
2020-03-07,Anaheim,4,26,0
2020-03-08,Anaheim,0,1,0
2020-03-09,Anaheim,0,2,0
2020-03-10,Anaheim,0,3,0
2020-03-11,Anaheim,0,2,0
2020-03-12,Anaheim,0,6,0
2020-03-13,Anaheim,0,8,0
2020-03-14,Anaheim,1,11,0
2020-03-15,Anaheim,1,15,0
2020-03-16,Anaheim,2,16,0
2020-03-17,Anaheim,8,34,0
2020-03-18,Anaheim,2,21,0
2020-03-19,Anaheim,3,17,0
2020-03-20,Anaheim,2,23,0
2020-03-21,Anaheim,0,6,0
2020-03-22,Anaheim,4,13,0
2020-03-23,Anaheim,3,30,0
2020-03-24,Anaheim,5,39,0
2020-03-25,Anaheim,8,31,0
2020-03-26,Anaheim,7,31,0
2020-03-27,Anaheim,2,32,0
2020-03-28,Anaheim,11,26,0
2020-03-29,Anaheim,3,13,0
2020-03-30,Anaheim,7,47,1
2020-03-31,Anaheim,7,52,1
2020-04-01,Anaheim,4,47,0
2020-04-02,Anaheim,5,59,1
2020-04-03,Anaheim,7,62,0
2020-04-04,Anaheim,5,28,0
2020-04-05,Anaheim,2,17,0
2020-04-06,Anaheim,6,70,0
2020-04-07,Anaheim,8,74,0
2020-04-08,Anaheim,9,55,0
2020-04-09,Anaheim,9,51,0
2020-04-10,Anaheim,4,54,1
2020-04-11,Anaheim,5,26,0
2020-04-12,Anaheim,1,13,0
2020-04-13,Anaheim,4,63,0
2020-04-14,Anaheim,10,63,0
2020-04-15,Anaheim,22,102,1
2020-04-16,Anaheim,13,74,0
2020-04-17,Anaheim,12,77,1
2020-04-18,Anaheim,11,55,0
2020-04-19,Anaheim,1,24,0
2020-04-20,Anaheim,12,165,0
2020-04-21,Anaheim,7,93,0
2020-04-22,Anaheim,18,133,1
2020-04-23,Anaheim,11,126,1
2020-04-24,Anaheim,10,114,0
2020-04-25,Anaheim,16,115,0
2020-04-26,Anaheim,12,66,0
2020-04-27,Anaheim,23,168,1
2020-04-28,Anaheim,21,216,1
2020-04-29,Anaheim,32,285,0
2020-04-30,Anaheim,8,130,1
2020-05-01,Anaheim,13,140,0
2020-05-02,Anaheim,7,90,2
2020-05-03,Anaheim,13,69,0
2020-05-04,Anaheim,21,189,0
2020-05-05,Anaheim,18,184,0
2020-05-06,Anaheim,60,319,1
2020-05-07,Anaheim,18,209,3
2020-05-08,Anaheim,23,191,1
2020-05-09,Anaheim,8,62,0
2020-05-10,Anaheim,6,78,1
2020-05-11,Anaheim,34,325,3
2020-05-12,Anaheim,22,201,0
2020-05-13,Anaheim,24,222,0
2020-05-14,Anaheim,24,207,3
2020-05-15,Anaheim,28,241,0
2020-05-16,Anaheim,5,98,0
2020-05-17,Anaheim,9,76,4
2020-05-18,Anaheim,50,294,2
2020-05-19,Anaheim,30,293,0
2020-05-20,Anaheim,38,390,3
2020-05-21,Anaheim,47,393,1
2020-05-22,Anaheim,31,341,1
2020-05-23,Anaheim,25,146,2
2020-05-24,Anaheim,16,101,1
2020-05-25,Anaheim,13,111,2
2020-05-26,Anaheim,62,448,2
2020-05-27,Anaheim,36,411,1
2020-05-28,Anaheim,40,432,3
2020-05-29,Anaheim,35,415,1
2020-05-30,Anaheim,30,222,2
2020-05-31,Anaheim,27,154,0
2020-06-01,Anaheim,34,309,4
2020-06-02,Anaheim,29,423,2
2020-06-03,Anaheim,52,480,1
2020-06-04,Anaheim,46,429,1
2020-06-05,Anaheim,51,487,0
2020-06-06,Anaheim,35,303,1
2020-06-07,Anaheim,22,183,3
2020-06-08,Anaheim,53,406,5
2020-06-09,Anaheim,42,575,6
2020-06-10,Anaheim,67,519,3
2020-06-11,Anaheim,74,576,1
2020-06-12,Anaheim,68,548,1
2020-06-13,Anaheim,46,338,1
2020-06-14,Anaheim,30,166,1
2020-06-15,Anaheim,67,476,3
2020-06-16,Anaheim,81,584,1
2020-06-17,Anaheim,95,580,0
2020-06-18,Anaheim,121,666,4
2020-06-19,Anaheim,127,744,2
2020-06-20,Anaheim,80,429,0
2020-06-21,Anaheim,46,200,1
2020-06-22,Anaheim,135,714,2
2020-06-23,Anaheim,162,797,2
2020-06-24,Anaheim,159,825,4
2020-06-25,Anaheim,148,843,0
2020-06-26,Anaheim,144,756,0
2020-06-27,Anaheim,93,486,2
2020-06-28,Anaheim,67,290,2
2020-06-29,Anaheim,161,828,1
2020-06-30,Anaheim,177,845,3
2020-07-01,Anaheim,159,847,0
2020-07-02,Anaheim,139,890,3
2020-07-03,Anaheim,102,605,3
2020-07-04,Anaheim,53,190,4
2020-07-05,Anaheim,72,268,4
2020-07-06,Anaheim,159,843,1
2020-07-07,Anaheim,158,877,4
2020-07-08,Anaheim,124,822,3
2020-07-09,Anaheim,134,817,2
2020-07-10,Anaheim,139,920,4
2020-07-11,Anaheim,89,490,6
2020-07-12,Anaheim,63,299,1
2020-07-13,Anaheim,123,807,0
2020-07-14,Anaheim,124,829,0
2020-07-15,Anaheim,137,1007,4
2020-07-16,Anaheim,144,929,3
2020-07-17,Anaheim,131,974,4
2020-07-18,Anaheim,59,548,2
2020-07-19,Anaheim,60,370,0
2020-07-20,Anaheim,76,629,1
2020-07-21,Anaheim,88,758,3
2020-07-22,Anaheim,92,711,2
2020-07-23,Anaheim,72,622,2
2020-07-24,Anaheim,99,736,2
2020-07-25,Anaheim,49,436,2
2020-07-26,Anaheim,39,308,1
2020-07-27,Anaheim,106,913,3
2020-07-28,Anaheim,80,792,3
2020-07-29,Anaheim,88,999,0
2020-07-30,Anaheim,70,752,7
2020-07-31,Anaheim,106,849,1
2020-08-01,Anaheim,36,486,3
2020-08-02,Anaheim,33,354,3
2020-08-03,Anaheim,55,645,3
2020-08-04,Anaheim,70,881,2
2020-08-05,Anaheim,56,671,2
2020-08-06,Anaheim,46,563,1
2020-08-07,Anaheim,66,762,3
2020-08-08,Anaheim,30,316,2
2020-08-09,Anaheim,16,188,2
2020-08-10,Anaheim,37,562,3
2020-08-11,Anaheim,47,796,1
2020-08-12,Anaheim,35,643,0
2020-08-13,Anaheim,61,516,1
2020-08-14,Anaheim,70,653,1
2020-08-15,Anaheim,24,334,1
2020-08-16,Anaheim,9,186,4
2020-08-17,Anaheim,57,643,3
2020-08-18,Anaheim,48,693,2
2020-08-19,Anaheim,60,666,1
2020-08-20,Anaheim,52,550,1
2020-08-21,Anaheim,82,645,1
2020-08-22,Anaheim,33,338,1
2020-08-23,Anaheim,12,162,0
2020-08-24,Anaheim,44,648,1
2020-08-25,Anaheim,52,814,2
2020-08-26,Anaheim,35,570,2
2020-08-27,Anaheim,41,442,1
2020-08-28,Anaheim,37,614,2
2020-08-29,Anaheim,27,273,0
2020-08-30,Anaheim,15,181,0
2020-08-31,Anaheim,42,561,1
2020-09-01,Anaheim,31,682,2
2020-09-02,Anaheim,29,643,0
2020-09-03,Anaheim,37,561,0
2020-09-04,Anaheim,38,567,1
2020-09-05,Anaheim,22,285,2
2020-09-06,Anaheim,6,181,0
2020-09-07,Anaheim,10,167,0
2020-09-08,Anaheim,17,682,1
2020-09-09,Anaheim,23,636,0
2020-09-10,Anaheim,25,538,1
2020-09-11,Anaheim,35,597,0
2020-09-12,Anaheim,11,313,1
2020-09-13,Anaheim,7,105,1
2020-09-14,Anaheim,17,292,0
2020-09-15,Anaheim,26,435,0
2020-09-16,Anaheim,21,334,0
2020-09-17,Anaheim,19,244,0
2020-09-18,Anaheim,17,154,0
2020-09-19,Anaheim,0,37,0
2020-09-20,Anaheim,0,5,0
2020-03-12,Brea,0,3,0
2020-03-13,Brea,0,2,0
2020-03-14,Brea,0,1,0
2020-03-15,Brea,1,3,0
2020-03-16,Brea,0,4,0
2020-03-17,Brea,0,3,0
2020-03-18,Brea,0,5,0
2020-03-19,Brea,0,2,0
2020-03-20,Brea,0,5,0
2020-03-22,Brea,0,3,0
2020-03-23,Brea,0,7,0
2020-03-24,Brea,1,5,0
2020-03-25,Brea,0,4,0
2020-03-26,Brea,1,6,0
2020-03-27,Brea,0,2,0
2020-03-28,Brea,1,5,0
2020-03-29,Brea,1,3,0
2020-03-30,Brea,0,5,0
2020-03-31,Brea,0,3,0
2020-04-01,Brea,0,8,0
2020-04-02,Brea,0,8,0
2020-04-03,Brea,0,8,0
2020-04-04,Brea,0,5,0
2020-04-05,Brea,0,1,0
2020-04-06,Brea,3,12,0
2020-04-07,Brea,0,7,0
2020-04-08,Brea,2,6,0
2020-04-09,Brea,0,6,0
2020-04-10,Brea,0,11,0
2020-04-11,Brea,0,8,0
2020-04-13,Brea,3,11,1
2020-04-14,Brea,0,4,0
2020-04-15,Brea,0,3,0
2020-04-16,Brea,0,8,0
2020-04-17,Brea,1,14,0
2020-04-18,Brea,0,5,0
2020-04-19,Brea,0,3,0
2020-04-20,Brea,1,10,0
2020-04-21,Brea,0,13,0
2020-04-22,Brea,0,7,0
2020-04-23,Brea,0,10,0
2020-04-24,Brea,1,19,0
2020-04-25,Brea,0,11,0
2020-04-26,Brea,0,10,0
2020-04-27,Brea,0,19,0
2020-04-28,Brea,0,19,0
2020-04-29,Brea,0,19,0
2020-04-30,Brea,0,13,0
2020-05-01,Brea,1,19,0
2020-05-02,Brea,0,6,0
2020-05-03,Brea,2,10,0
2020-05-04,Brea,2,25,0
2020-05-05,Brea,0,27,0
2020-05-06,Brea,1,21,0
2020-05-07,Brea,0,22,0
2020-05-08,Brea,0,30,0
2020-05-09,Brea,0,13,0
2020-05-10,Brea,1,3,0
2020-05-11,Brea,0,29,0
2020-05-12,Brea,1,43,0
2020-05-13,Brea,2,40,0
2020-05-14,Brea,0,37,0
2020-05-15,Brea,0,27,0
2020-05-16,Brea,4,33,0
2020-05-17,Brea,0,9,0
2020-05-18,Brea,1,29,0
2020-05-19,Brea,2,38,0
2020-05-20,Brea,0,42,0
2020-05-21,Brea,0,43,0
2020-05-22,Brea,0,30,0
2020-05-23,Brea,0,17,0
2020-05-24,Brea,0,20,0
2020-05-25,Brea,0,8,0
2020-05-26,Brea,0,36,0
2020-05-27,Brea,3,59,0
2020-05-28,Brea,1,43,0
2020-05-29,Brea,2,65,0
2020-05-30,Brea,2,45,0
2020-05-31,Brea,2,20,0
2020-06-01,Brea,0,35,0
2020-06-02,Brea,3,49,0
2020-06-03,Brea,0,60,0
2020-06-04,Brea,1,50,0
2020-06-05,Brea,3,59,0
2020-06-06,Brea,0,29,0
2020-06-07,Brea,0,12,0
2020-06-08,Brea,0,53,0
2020-06-09,Brea,4,57,0
2020-06-10,Brea,1,48,0
2020-06-11,Brea,4,59,0
2020-06-12,Brea,2,57,0
2020-06-13,Brea,0,37,0
2020-06-14,Brea,2,19,0
2020-06-15,Brea,6,61,0
2020-06-16,Brea,2,61,0
2020-06-17,Brea,3,65,0
2020-06-18,Brea,7,62,0
2020-06-19,Brea,3,63,0
2020-06-20,Brea,4,44,0
2020-06-21,Brea,3,25,0
2020-06-22,Brea,7,87,0
2020-06-23,Brea,9,63,0
2020-06-24,Brea,14,108,0
2020-06-25,Brea,13,86,0
2020-06-26,Brea,10,93,0
2020-06-27,Brea,7,44,0
2020-06-28,Brea,6,26,0
2020-06-29,Brea,8,69,0
2020-06-30,Brea,13,90,0
2020-07-01,Brea,8,95,0
2020-07-02,Brea,6,84,0
2020-07-03,Brea,11,72,0
2020-07-04,Brea,2,19,0
2020-07-05,Brea,4,32,0
2020-07-06,Brea,9,93,1
2020-07-07,Brea,9,96,0
2020-07-08,Brea,12,90,0
2020-07-09,Brea,10,86,0
2020-07-10,Brea,10,117,0
2020-07-11,Brea,2,28,0
2020-07-12,Brea,3,33,0
2020-07-13,Brea,13,89,0
2020-07-14,Brea,12,100,0
2020-07-15,Brea,10,74,0
2020-07-16,Brea,9,88,0
2020-07-17,Brea,12,108,1
2020-07-18,Brea,7,51,0
2020-07-19,Brea,1,35,0
2020-07-20,Brea,4,87,0
2020-07-21,Brea,11,79,0
2020-07-22,Brea,1,67,0
2020-07-23,Brea,6,63,0
2020-07-24,Brea,1,73,1
2020-07-25,Brea,3,44,0
2020-07-26,Brea,4,29,0
2020-07-27,Brea,2,102,0
2020-07-28,Brea,4,83,0
2020-07-29,Brea,5,85,0
2020-07-30,Brea,1,72,0
2020-07-31,Brea,6,73,0
2020-08-01,Brea,4,48,1
2020-08-02,Brea,2,36,0
2020-08-03,Brea,1,86,1
2020-08-04,Brea,5,85,0
2020-08-05,Brea,3,76,0
2020-08-06,Brea,1,50,0
2020-08-07,Brea,1,94,0
2020-08-08,Brea,3,30,0
2020-08-09,Brea,2,29,0
2020-08-10,Brea,2,70,0
2020-08-11,Brea,2,73,0
2020-08-12,Brea,4,71,0
2020-08-13,Brea,5,76,0
2020-08-14,Brea,3,61,0
2020-08-15,Brea,0,36,0
2020-08-16,Brea,2,27,0
2020-08-17,Brea,3,60,0
2020-08-18,Brea,2,75,0
2020-08-19,Brea,4,71,0
2020-08-20,Brea,2,51,0
2020-08-21,Brea,2,51,0
2020-08-22,Brea,4,41,0
2020-08-23,Brea,1,31,0
2020-08-24,Brea,1,73,0
2020-08-25,Brea,0,57,0
2020-08-26,Brea,3,83,0
2020-08-27,Brea,1,49,0
2020-08-28,Brea,2,64,0
2020-08-29,Brea,1,30,0
2020-08-30,Brea,0,27,0
2020-08-31,Brea,3,53,1
2020-09-01,Brea,2,51,0
2020-09-02,Brea,3,91,0
2020-09-03,Brea,2,80,0
2020-09-04,Brea,3,86,0
2020-09-05,Brea,2,40,0
2020-09-06,Brea,1,22,0
2020-09-07,Brea,1,15,0
2020-09-08,Brea,1,72,0
2020-09-09,Brea,1,46,0
2020-09-10,Brea,0,49,0
2020-09-11,Brea,0,67,0
2020-09-12,Brea,0,33,0
2020-09-13,Brea,0,19,0
2020-09-14,Brea,1,39,0
2020-09-15,Brea,0,33,0
2020-09-16,Brea,0,52,0
2020-09-17,Brea,0,30,0
2020-09-18,Brea,1,14,0
2020-09-19,Brea,0,3,0
2020-09-20,Brea,0,4,0
2020-02-29,Buena Park,0,1,0
2020-03-02,Buena Park,0,1,0
2020-03-09,Buena Park,0,1,0
2020-03-10,Buena Park,1,2,0
2020-03-12,Buena Park,0,1,0
2020-03-13,Buena Park,0,2,0
2020-03-14,Buena Park,0,1,0
2020-03-15,Buena Park,0,2,0
2020-03-16,Buena Park,3,6,0
2020-03-17,Buena Park,3,8,0
2020-03-18,Buena Park,1,6,0
2020-03-19,Buena Park,0,4,0
2020-03-20,Buena Park,1,5,0
2020-03-21,Buena Park,0,2,0
2020-03-22,Buena Park,1,3,0
2020-03-23,Buena Park,1,9,0
2020-03-24,Buena Park,0,8,0
2020-03-25,Buena Park,0,5,0
2020-03-26,Buena Park,2,10,0
2020-03-27,Buena Park,1,10,0
2020-03-28,Buena Park,1,13,0
2020-03-29,Buena Park,0,1,0
2020-03-30,Buena Park,2,7,0
2020-03-31,Buena Park,2,11,0
2020-04-01,Buena Park,4,16,0
2020-04-02,Buena Park,0,15,0
2020-04-03,Buena Park,4,18,0
2020-04-04,Buena Park,4,12,0
2020-04-05,Buena Park,1,10,1
2020-04-06,Buena Park,1,19,0
2020-04-07,Buena Park,2,16,0
2020-04-08,Buena Park,3,17,0
2020-04-09,Buena Park,2,11,0
2020-04-10,Buena Park,2,15,0
2020-04-11,Buena Park,1,3,0
2020-04-12,Buena Park,0,7,0
2020-04-13,Buena Park,1,10,0
2020-04-14,Buena Park,1,16,0
2020-04-15,Buena Park,4,14,0
2020-04-16,Buena Park,3,24,1
2020-04-17,Buena Park,3,15,0
2020-04-18,Buena Park,0,10,0
2020-04-19,Buena Park,0,5,0
2020-04-20,Buena Park,3,31,0
2020-04-21,Buena Park,3,22,0
2020-04-22,Buena Park,1,19,0
2020-04-23,Buena Park,1,35,0
2020-04-24,Buena Park,1,18,0
2020-04-25,Buena Park,2,13,0
2020-04-26,Buena Park,0,12,0
2020-04-27,Buena Park,6,38,0
2020-04-28,Buena Park,5,40,0
2020-04-29,Buena Park,1,22,0
2020-04-30,Buena Park,4,73,0
2020-05-01,Buena Park,1,40,0
2020-05-02,Buena Park,1,18,1
2020-05-03,Buena Park,1,18,0
2020-05-04,Buena Park,1,32,0
2020-05-05,Buena Park,4,40,0
2020-05-06,Buena Park,2,38,0
2020-05-07,Buena Park,4,78,0
2020-05-08,Buena Park,3,56,0
2020-05-09,Buena Park,1,14,0
2020-05-10,Buena Park,1,11,0
2020-05-11,Buena Park,2,58,0
2020-05-12,Buena Park,4,58,0
2020-05-13,Buena Park,6,50,0
2020-05-14,Buena Park,3,80,0
2020-05-15,Buena Park,2,76,0
2020-05-16,Buena Park,4,30,0
2020-05-17,Buena Park,2,22,0
2020-05-18,Buena Park,5,63,0
2020-05-19,Buena Park,3,49,0
2020-05-20,Buena Park,2,55,0
2020-05-21,Buena Park,3,54,0
2020-05-22,Buena Park,1,90,0
2020-05-23,Buena Park,0,30,0
2020-05-24,Buena Park,1,28,0
2020-05-25,Buena Park,1,21,0
2020-05-26,Buena Park,5,83,0
2020-05-27,Buena Park,5,74,0
2020-05-28,Buena Park,9,119,1
2020-05-29,Buena Park,9,89,0
2020-05-30,Buena Park,5,56,0
2020-05-31,Buena Park,2,23,0
2020-06-01,Buena Park,6,65,0
2020-06-02,Buena Park,12,107,0
2020-06-03,Buena Park,5,84,0
2020-06-04,Buena Park,12,97,0
2020-06-05,Buena Park,8,158,0
2020-06-06,Buena Park,9,79,0
2020-06-07,Buena Park,3,33,0
2020-06-08,Buena Park,9,121,0
2020-06-09,Buena Park,12,125,0
2020-06-10,Buena Park,15,152,0
2020-06-11,Buena Park,7,101,0
2020-06-12,Buena Park,7,103,0
2020-06-13,Buena Park,11,83,0
2020-06-14,Buena Park,4,27,0
2020-06-15,Buena Park,14,103,0
2020-06-16,Buena Park,20,165,0
2020-06-17,Buena Park,12,111,0
2020-06-18,Buena Park,22,176,0
2020-06-19,Buena Park,8,123,0
2020-06-20,Buena Park,9,82,0
2020-06-21,Buena Park,12,48,0
2020-06-22,Buena Park,27,154,0
2020-06-23,Buena Park,22,163,0
2020-06-24,Buena Park,17,178,0
2020-06-25,Buena Park,24,191,0
2020-06-26,Buena Park,17,200,0
2020-06-27,Buena Park,15,88,1
2020-06-28,Buena Park,6,53,0
2020-06-29,Buena Park,22,162,0
2020-06-30,Buena Park,24,185,0
2020-07-01,Buena Park,22,203,1
2020-07-02,Buena Park,22,203,1
2020-07-03,Buena Park,23,180,0
2020-07-04,Buena Park,7,34,0
2020-07-05,Buena Park,16,71,0
2020-07-06,Buena Park,26,204,1
2020-07-07,Buena Park,28,208,0
2020-07-08,Buena Park,31,181,0
2020-07-09,Buena Park,33,189,0
2020-07-10,Buena Park,28,190,0
2020-07-11,Buena Park,14,104,1
2020-07-12,Buena Park,12,46,0
2020-07-13,Buena Park,27,183,0
2020-07-14,Buena Park,10,171,0
2020-07-15,Buena Park,22,222,0
2020-07-16,Buena Park,24,200,0
2020-07-17,Buena Park,21,220,0
