posted_date,city,new_cases,new_tests,new_deaths
2020-04-03,Dana Point,0,7,0
2020-04-04,Dana Point,0,4,0
2020-04-05,Dana Point,1,2,0
2020-04-06,Dana Point,0,6,0
2020-04-07,Dana Point,0,5,0
2020-04-08,Dana Point,0,2,0
2020-04-09,Dana Point,0,6,0
2020-04-10,Dana Point,0,4,0
2020-04-11,Dana Point,0,2,0
2020-04-12,Dana Point,0,2,0
2020-04-13,Dana Point,3,9,0
2020-04-14,Dana Point,2,6,0
2020-04-15,Dana Point,0,13,0
2020-04-16,Dana Point,0,4,0
2020-04-17,Dana Point,0,6,0
2020-04-18,Dana Point,0,5,0
2020-04-19,Dana Point,0,1,0
2020-04-20,Dana Point,1,4,0
2020-04-21,Dana Point,0,7,0
2020-04-22,Dana Point,0,9,0
2020-04-23,Dana Point,0,6,0
2020-04-24,Dana Point,0,6,0
2020-04-25,Dana Point,0,4,0
2020-04-26,Dana Point,0,3,0
2020-04-27,Dana Point,0,8,0
2020-04-28,Dana Point,0,8,0
2020-04-29,Dana Point,0,7,0
2020-04-30,Dana Point,0,16,0
2020-05-01,Dana Point,0,19,0
2020-05-02,Dana Point,0,6,0
2020-05-03,Dana Point,0,2,0
2020-05-04,Dana Point,0,6,0
2020-05-05,Dana Point,0,21,0
2020-05-06,Dana Point,0,18,0
2020-05-07,Dana Point,0,28,0
2020-05-08,Dana Point,0,8,0
2020-05-09,Dana Point,1,7,0
2020-05-10,Dana Point,0,9,0
2020-05-11,Dana Point,0,14,0
2020-05-12,Dana Point,0,9,0
2020-05-13,Dana Point,1,12,0
2020-05-14,Dana Point,0,8,0
2020-05-15,Dana Point,1,11,0
2020-05-16,Dana Point,0,9,0
2020-05-17,Dana Point,0,3,0
2020-05-18,Dana Point,0,18,0
2020-05-19,Dana Point,0,11,0
2020-05-20,Dana Point,0,15,0
2020-05-21,Dana Point,0,14,0
2020-05-22,Dana Point,0,18,0
2020-05-23,Dana Point,0,7,0
2020-05-24,Dana Point,0,8,0
2020-05-25,Dana Point,0,7,0
2020-05-26,Dana Point,0,17,0
2020-05-27,Dana Point,1,18,0
2020-05-28,Dana Point,0,17,0
2020-05-29,Dana Point,0,23,0
2020-05-30,Dana Point,1,12,0
2020-05-31,Dana Point,0,10,0
2020-06-01,Dana Point,1,18,0
2020-06-02,Dana Point,1,30,0
2020-06-03,Dana Point,1,14,0
2020-06-04,Dana Point,1,13,0
2020-06-05,Dana Point,0,15,0
2020-06-06,Dana Point,0,13,0
2020-06-07,Dana Point,0,10,0
2020-06-08,Dana Point,0,29,0
2020-06-09,Dana Point,0,40,0
2020-06-10,Dana Point,2,34,0
2020-06-11,Dana Point,0,26,0
2020-06-12,Dana Point,0,25,0
2020-06-13,Dana Point,1,15,0
2020-06-14,Dana Point,0,9,0
2020-06-15,Dana Point,0,20,0
2020-06-16,Dana Point,1,28,0
2020-06-17,Dana Point,0,30,0
2020-06-18,Dana Point,2,28,0
2020-06-19,Dana Point,3,41,0
2020-06-20,Dana Point,1,28,0
2020-06-21,Dana Point,1,15,0
2020-06-22,Dana Point,1,38,0
2020-06-23,Dana Point,4,48,0
2020-06-24,Dana Point,5,38,0
2020-06-25,Dana Point,5,43,0
2020-06-26,Dana Point,3,49,0
2020-06-27,Dana Point,2,22,0
2020-06-28,Dana Point,1,10,0
2020-06-29,Dana Point,8,49,0
2020-06-30,Dana Point,3,37,0
2020-07-01,Dana Point,3,38,0
2020-07-02,Dana Point,2,35,0
2020-07-03,Dana Point,4,29,0
2020-07-04,Dana Point,2,13,0
2020-07-05,Dana Point,1,16,0
2020-07-06,Dana Point,5,39,0
2020-07-07,Dana Point,8,39,0
2020-07-08,Dana Point,5,50,0
2020-07-09,Dana Point,6,32,0
2020-07-10,Dana Point,5,36,0
2020-07-11,Dana Point,0,22,0
2020-07-12,Dana Point,2,14,0
2020-07-13,Dana Point,3,33,0
2020-07-14,Dana Point,3,56,0
2020-07-15,Dana Point,5,42,0
2020-07-16,Dana Point,1,23,0
2020-07-17,Dana Point,3,36,0
2020-07-18,Dana Point,2,12,0
2020-07-19,Dana Point,1,16,0
2020-07-20,Dana Point,2,28,0
2020-07-21,Dana Point,2,33,0
2020-07-22,Dana Point,1,25,0
2020-07-23,Dana Point,0,28,0
2020-07-24,Dana Point,2,29,0
2020-07-25,Dana Point,1,21,0
2020-07-26,Dana Point,0,7,0
2020-07-27,Dana Point,2,28,0
2020-07-28,Dana Point,2,36,0
2020-07-29,Dana Point,1,24,0
2020-07-30,Dana Point,4,35,0
2020-07-31,Dana Point,0,21,0
2020-08-01,Dana Point,0,21,1
2020-08-02,Dana Point,0,13,0
2020-08-03,Dana Point,0,27,0
2020-08-04,Dana Point,0,31,0
2020-08-05,Dana Point,2,35,0
2020-08-06,Dana Point,0,25,0
2020-08-07,Dana Point,0,15,0
2020-08-08,Dana Point,0,15,0
2020-08-09,Dana Point,0,14,0
2020-08-10,Dana Point,0,24,0
2020-08-11,Dana Point,2,30,0
2020-08-12,Dana Point,3,31,0
2020-08-13,Dana Point,1,31,0
2020-08-14,Dana Point,1,33,0
2020-08-15,Dana Point,1,9,0
2020-08-16,Dana Point,0,11,0
2020-08-17,Dana Point,0,20,0
2020-08-18,Dana Point,1,25,0
2020-08-19,Dana Point,0,28,0
2020-08-20,Dana Point,2,19,0
2020-08-21,Dana Point,1,30,0
2020-08-22,Dana Point,0,13,0
2020-08-23,Dana Point,0,9,0
2020-08-24,Dana Point,0,33,0
2020-08-25,Dana Point,0,41,0
2020-08-26,Dana Point,1,20,0
2020-08-27,Dana Point,1,21,0
2020-08-28,Dana Point,2,24,0
2020-08-29,Dana Point,1,19,0
2020-08-30,Dana Point,0,17,0
2020-08-31,Dana Point,1,37,0
2020-09-01,Dana Point,0,30,1
2020-09-02,Dana Point,4,29,0
2020-09-03,Dana Point,3,18,0
2020-09-04,Dana Point,1,26,0
2020-09-05,Dana Point,0,10,0
2020-09-06,Dana Point,3,15,0
2020-09-07,Dana Point,0,19,0
2020-09-08,Dana Point,3,35,0
2020-09-09,Dana Point,2,37,0
2020-09-10,Dana Point,1,23,0
2020-09-11,Dana Point,1,30,0
2020-09-12,Dana Point,1,25,0
2020-09-13,Dana Point,0,8,0
2020-09-14,Dana Point,0,13,0
2020-09-15,Dana Point,0,12,0
2020-09-16,Dana Point,0,5,0
2020-09-17,Dana Point,0,7,0
2020-09-18,Dana Point,1,6,0
2020-09-19,Dana Point,0,2,0
2020-09-20,Dana Point,0,1,0
2020-03-16,Foothill Ranch,0,4,0
2020-03-17,Foothill Ranch,0,3,0
2020-03-19,Foothill Ranch,0,2,0
2020-03-20,Foothill Ranch,0,5,0
2020-03-23,Foothill Ranch,0,3,0
2020-03-24,Foothill Ranch,1,2,0
2020-03-25,Foothill Ranch,0,1,0
2020-03-26,Foothill Ranch,1,3,0
2020-03-27,Foothill Ranch,1,3,0
2020-03-28,Foothill Ranch,0,1,0
2020-03-29,Foothill Ranch,0,1,0
2020-03-30,Foothill Ranch,0,1,0
2020-03-31,Foothill Ranch,0,2,0
2020-04-01,Foothill Ranch,0,1,0
2020-04-02,Foothill Ranch,0,1,0
2020-04-03,Foothill Ranch,0,3,0
2020-04-04,Foothill Ranch,0,1,0
2020-04-06,Foothill Ranch,0,3,0
2020-04-07,Foothill Ranch,0,1,0
2020-04-08,Foothill Ranch,1,2,0
2020-04-10,Foothill Ranch,0,1,0
2020-04-11,Foothill Ranch,0,1,0
2020-04-14,Foothill Ranch,0,1,0
2020-04-15,Foothill Ranch,0,1,0
2020-04-16,Foothill Ranch,0,1,0
2020-04-17,Foothill Ranch,0,4,0
2020-04-18,Foothill Ranch,0,3,0
2020-04-19,Foothill Ranch,0,1,0
2020-04-21,Foothill Ranch,0,4,0
2020-04-22,Foothill Ranch,1,5,0
2020-04-23,Foothill Ranch,0,1,0
2020-04-24,Foothill Ranch,0,4,0
2020-04-25,Foothill Ranch,0,3,0
2020-04-26,Foothill Ranch,0,2,0
2020-04-27,Foothill Ranch,0,1,0
2020-04-28,Foothill Ranch,0,7,0
2020-04-29,Foothill Ranch,0,2,0
2020-04-30,Foothill Ranch,0,4,0
2020-05-01,Foothill Ranch,0,5,0
2020-05-02,Foothill Ranch,0,8,0
2020-05-03,Foothill Ranch,0,1,0
2020-05-04,Foothill Ranch,1,10,0
2020-05-05,Foothill Ranch,0,2,0
2020-05-06,Foothill Ranch,0,4,0
2020-05-07,Foothill Ranch,0,6,0
2020-05-08,Foothill Ranch,0,6,0
2020-05-09,Foothill Ranch,0,3,0
2020-05-10,Foothill Ranch,0,3,0
2020-05-11,Foothill Ranch,0,5,0
2020-05-12,Foothill Ranch,0,5,0
2020-05-13,Foothill Ranch,0,7,0
2020-05-14,Foothill Ranch,0,2,0
2020-05-15,Foothill Ranch,0,4,0
2020-05-16,Foothill Ranch,1,5,0
2020-05-17,Foothill Ranch,0,1,0
2020-05-18,Foothill Ranch,0,7,0
2020-05-19,Foothill Ranch,0,5,0
2020-05-20,Foothill Ranch,0,6,0
2020-05-21,Foothill Ranch,0,4,0
2020-05-22,Foothill Ranch,0,7,0
2020-05-23,Foothill Ranch,1,3,0
2020-05-24,Foothill Ranch,0,3,0
2020-05-25,Foothill Ranch,0,1,0
2020-05-26,Foothill Ranch,0,8,0
2020-05-27,Foothill Ranch,0,4,0
2020-05-28,Foothill Ranch,0,6,0
2020-05-29,Foothill Ranch,0,5,0
2020-05-30,Foothill Ranch,0,6,0
2020-05-31,Foothill Ranch,0,1,0
2020-06-01,Foothill Ranch,1,10,0
2020-06-02,Foothill Ranch,0,6,0
2020-06-03,Foothill Ranch,0,5,0
2020-06-04,Foothill Ranch,0,6,0
2020-06-05,Foothill Ranch,0,7,0
2020-06-06,Foothill Ranch,0,6,0
2020-06-07,Foothill Ranch,0,8,0
2020-06-08,Foothill Ranch,0,16,0
2020-06-09,Foothill Ranch,0,5,0
2020-06-10,Foothill Ranch,0,8,0
2020-06-11,Foothill Ranch,0,10,0
2020-06-12,Foothill Ranch,0,4,0
2020-06-13,Foothill Ranch,1,7,0
2020-06-14,Foothill Ranch,0,2,0
2020-06-15,Foothill Ranch,2,14,0
2020-06-16,Foothill Ranch,0,10,0
2020-06-17,Foothill Ranch,0,7,0
2020-06-18,Foothill Ranch,1,4,0
2020-06-19,Foothill Ranch,0,13,0
2020-06-20,Foothill Ranch,1,8,0
2020-06-21,Foothill Ranch,0,8,0
2020-06-22,Foothill Ranch,2,15,0
2020-06-23,Foothill Ranch,1,17,0
2020-06-24,Foothill Ranch,1,18,0
2020-06-25,Foothill Ranch,1,23,0
2020-06-26,Foothill Ranch,1,22,0
2020-06-27,Foothill Ranch,1,16,0
2020-06-28,Foothill Ranch,0,10,0
2020-06-29,Foothill Ranch,0,25,0
2020-06-30,Foothill Ranch,2,20,0
2020-07-01,Foothill Ranch,2,20,0
2020-07-02,Foothill Ranch,1,18,0
2020-07-03,Foothill Ranch,0,10,0
2020-07-04,Foothill Ranch,1,14,0
2020-07-05,Foothill Ranch,2,7,0
2020-07-06,Foothill Ranch,0,23,0
2020-07-07,Foothill Ranch,1,18,0
2020-07-08,Foothill Ranch,1,23,0
2020-07-09,Foothill Ranch,1,15,0
2020-07-10,Foothill Ranch,3,19,0
2020-07-11,Foothill Ranch,2,12,0
2020-07-12,Foothill Ranch,0,10,0
2020-07-13,Foothill Ranch,0,13,0
2020-07-14,Foothill Ranch,0,13,0
2020-07-15,Foothill Ranch,1,15,0
2020-07-16,Foothill Ranch,2,18,0
2020-07-17,Foothill Ranch,2,20,0
2020-07-18,Foothill Ranch,2,7,0
2020-07-19,Foothill Ranch,0,5,0
2020-07-20,Foothill Ranch,0,14,0
2020-07-21,Foothill Ranch,0,16,0
2020-07-22,Foothill Ranch,0,12,0
2020-07-23,Foothill Ranch,0,18,0
2020-07-24,Foothill Ranch,0,8,0
2020-07-25,Foothill Ranch,0,3,0
2020-07-26,Foothill Ranch,0,4,0
2020-07-27,Foothill Ranch,0,14,0
2020-07-28,Foothill Ranch,0,14,0
2020-07-29,Foothill Ranch,0,13,0
2020-07-30,Foothill Ranch,0,11,0
2020-07-31,Foothill Ranch,2,19,0
2020-08-01,Foothill Ranch,1,7,0
2020-08-02,Foothill Ranch,0,4,0
2020-08-03,Foothill Ranch,0,15,0
2020-08-04,Foothill Ranch,2,17,0
2020-08-05,Foothill Ranch,0,9,0
2020-08-06,Foothill Ranch,1,12,0
2020-08-07,Foothill Ranch,1,10,0
2020-08-08,Foothill Ranch,0,4,0
2020-08-09,Foothill Ranch,0,7,0
2020-08-10,Foothill Ranch,0,17,0
2020-08-11,Foothill Ranch,1,10,0
2020-08-12,Foothill Ranch,1,15,0
2020-08-13,Foothill Ranch,0,14,0
2020-08-14,Foothill Ranch,1,13,0
2020-08-15,Foothill Ranch,0,7,0
2020-08-16,Foothill Ranch,0,3,0
2020-08-17,Foothill Ranch,0,11,0
2020-08-18,Foothill Ranch,1,19,0
2020-08-19,Foothill Ranch,0,15,0
2020-08-20,Foothill Ranch,0,13,0
2020-08-21,Foothill Ranch,0,12,0
2020-08-22,Foothill Ranch,0,2,0
2020-08-23,Foothill Ranch,0,7,0
2020-08-24,Foothill Ranch,0,11,0
2020-08-25,Foothill Ranch,0,18,0
2020-08-26,Foothill Ranch,0,14,0
2020-08-27,Foothill Ranch,0,13,0
2020-08-28,Foothill Ranch,0,14,0
2020-08-29,Foothill Ranch,0,7,0
2020-08-30,Foothill Ranch,1,10,0
2020-08-31,Foothill Ranch,0,10,0
2020-09-01,Foothill Ranch,0,10,0
2020-09-02,Foothill Ranch,0,6,0
2020-09-03,Foothill Ranch,1,12,0
2020-09-04,Foothill Ranch,0,10,0
2020-09-05,Foothill Ranch,0,5,0
2020-09-06,Foothill Ranch,0,7,0
2020-09-07,Foothill Ranch,0,8,0
2020-09-08,Foothill Ranch,0,23,0
2020-09-09,Foothill Ranch,0,10,0
2020-09-10,Foothill Ranch,1,14,0
2020-09-11,Foothill Ranch,0,11,0
2020-09-12,Foothill Ranch,0,1,0
2020-09-13,Foothill Ranch,0,5,0
2020-09-14,Foothill Ranch,1,12,0
2020-09-15,Foothill Ranch,0,6,0
2020-09-16,Foothill Ranch,1,6,0
2020-09-17,Foothill Ranch,1,6,0
2020-09-18,Foothill Ranch,0,4,0
2020-03-04,Fountain Valley,0,1,0
2020-03-07,Fountain Valley,0,3,0
2020-03-11,Fountain Valley,0,3,0
2020-03-13,Fountain Valley,2,3,0
2020-03-14,Fountain Valley,0,2,0
2020-03-15,Fountain Valley,0,1,0
2020-03-16,Fountain Valley,1,6,0
2020-03-17,Fountain Valley,0,2,0
2020-03-18,Fountain Valley,0,6,0
2020-03-19,Fountain Valley,1,6,1
2020-03-20,Fountain Valley,0,8,0
2020-03-21,Fountain Valley,0,2,0
2020-03-22,Fountain Valley,1,4,0
2020-03-23,Fountain Valley,2,5,0
2020-03-24,Fountain Valley,0,7,0
2020-03-25,Fountain Valley,1,4,0
2020-03-26,Fountain Valley,0,8,0
2020-03-27,Fountain Valley,2,4,0
2020-03-28,Fountain Valley,0,1,0
2020-03-29,Fountain Valley,0,6,0
2020-03-30,Fountain Valley,1,9,0
2020-03-31,Fountain Valley,2,12,1
2020-04-01,Fountain Valley,1,5,0
2020-04-02,Fountain Valley,0,8,0
2020-04-03,Fountain Valley,0,7,0
2020-04-04,Fountain Valley,0,4,0
2020-04-05,Fountain Valley,0,1,0
2020-04-06,Fountain Valley,0,11,0
2020-04-07,Fountain Valley,2,5,0
2020-04-08,Fountain Valley,1,15,0
2020-04-09,Fountain Valley,1,9,0
2020-04-10,Fountain Valley,0,14,0
2020-04-11,Fountain Valley,0,4,0
2020-04-12,Fountain Valley,0,7,0
2020-04-13,Fountain Valley,1,13,0
2020-04-14,Fountain Valley,1,14,0
2020-04-15,Fountain Valley,3,15,0
2020-04-16,Fountain Valley,0,12,1
2020-04-17,Fountain Valley,0,4,0
2020-04-18,Fountain Valley,0,7,0
2020-04-19,Fountain Valley,0,4,0
2020-04-20,Fountain Valley,1,5,0
2020-04-21,Fountain Valley,2,11,0
2020-04-22,Fountain Valley,2,20,0
2020-04-23,Fountain Valley,1,18,0
2020-04-24,Fountain Valley,0,19,0
2020-04-25,Fountain Valley,0,11,0
2020-04-26,Fountain Valley,0,8,0
2020-04-27,Fountain Valley,1,21,0
2020-04-28,Fountain Valley,2,29,0
2020-04-29,Fountain Valley,1,23,0
2020-04-30,Fountain Valley,0,23,0
2020-05-01,Fountain Valley,2,24,0
2020-05-02,Fountain Valley,0,14,0
2020-05-03,Fountain Valley,1,19,0
2020-05-04,Fountain Valley,1,30,0
2020-05-05,Fountain Valley,0,22,0
2020-05-06,Fountain Valley,0,26,0
2020-05-07,Fountain Valley,2,27,0
2020-05-08,Fountain Valley,1,39,0
2020-05-09,Fountain Valley,2,24,0
2020-05-10,Fountain Valley,0,11,0
2020-05-11,Fountain Valley,1,56,0
2020-05-12,Fountain Valley,0,39,0
2020-05-13,Fountain Valley,0,32,0
2020-05-14,Fountain Valley,2,32,0
2020-05-15,Fountain Valley,0,30,0
2020-05-16,Fountain Valley,0,14,0
2020-05-17,Fountain Valley,0,12,0
2020-05-18,Fountain Valley,1,47,0
2020-05-19,Fountain Valley,1,41,0
2020-05-20,Fountain Valley,0,49,0
2020-05-21,Fountain Valley,1,53,0
2020-05-22,Fountain Valley,5,63,0
2020-05-23,Fountain Valley,0,25,0
2020-05-24,Fountain Valley,1,22,0
2020-05-25,Fountain Valley,0,22,0
2020-05-26,Fountain Valley,0,47,0
2020-05-27,Fountain Valley,2,43,0
2020-05-28,Fountain Valley,4,60,0
2020-05-29,Fountain Valley,2,53,0
2020-05-30,Fountain Valley,2,36,1
2020-05-31,Fountain Valley,1,26,0
2020-06-01,Fountain Valley,1,61,0
2020-06-02,Fountain Valley,2,63,0
2020-06-03,Fountain Valley,2,56,0
2020-06-04,Fountain Valley,0,67,0
2020-06-05,Fountain Valley,2,65,0
2020-06-06,Fountain Valley,1,31,0
2020-06-07,Fountain Valley,1,28,0
2020-06-08,Fountain Valley,2,77,0
2020-06-09,Fountain Valley,0,54,0
2020-06-10,Fountain Valley,0,49,0
2020-06-11,Fountain Valley,3,73,0
2020-06-12,Fountain Valley,2,62,0
2020-06-13,Fountain Valley,1,42,0
2020-06-14,Fountain Valley,1,31,0
2020-06-15,Fountain Valley,4,81,0
2020-06-16,Fountain Valley,3,76,0
2020-06-17,Fountain Valley,1,73,0
2020-06-18,Fountain Valley,3,79,0
2020-06-19,Fountain Valley,6,85,1
2020-06-20,Fountain Valley,5,47,0
2020-06-21,Fountain Valley,2,21,0
2020-06-22,Fountain Valley,11,69,1
2020-06-23,Fountain Valley,11,90,0
2020-06-24,Fountain Valley,7,77,0
2020-06-25,Fountain Valley,10,91,0
2020-06-26,Fountain Valley,12,96,0
2020-06-27,Fountain Valley,7,57,0
2020-06-28,Fountain Valley,5,33,0
2020-06-29,Fountain Valley,11,123,0
2020-06-30,Fountain Valley,9,73,0
2020-07-01,Fountain Valley,10,111,0
2020-07-02,Fountain Valley,15,120,0
2020-07-03,Fountain Valley,7,77,0
2020-07-04,Fountain Valley,1,27,0
2020-07-05,Fountain Valley,2,34,0
2020-07-06,Fountain Valley,15,95,0
2020-07-07,Fountain Valley,16,116,0
2020-07-08,Fountain Valley,10,124,1
2020-07-09,Fountain Valley,9,90,0
2020-07-10,Fountain Valley,10,124,1
2020-07-11,Fountain Valley,4,71,0
2020-07-12,Fountain Valley,10,43,0
2020-07-13,Fountain Valley,8,96,0
2020-07-14,Fountain Valley,9,86,0
2020-07-15,Fountain Valley,9,112,0
2020-07-16,Fountain Valley,12,105,0
2020-07-17,Fountain Valley,12,109,0
2020-07-18,Fountain Valley,2,57,0
2020-07-19,Fountain Valley,6,47,0
2020-07-20,Fountain Valley,3,77,1
2020-07-21,Fountain Valley,2,70,0
2020-07-22,Fountain Valley,7,86,0
2020-07-23,Fountain Valley,6,68,0
2020-07-24,Fountain Valley,5,67,1
2020-07-25,Fountain Valley,2,57,0
2020-07-26,Fountain Valley,0,32,0
2020-07-27,Fountain Valley,6,69,0
2020-07-28,Fountain Valley,3,97,0
2020-07-29,Fountain Valley,5,66,0
2020-07-30,Fountain Valley,3,81,1
2020-07-31,Fountain Valley,3,85,1
2020-08-01,Fountain Valley,1,62,0
2020-08-02,Fountain Valley,4,41,0
2020-08-03,Fountain Valley,1,73,0
2020-08-04,Fountain Valley,9,117,0
2020-08-05,Fountain Valley,4,83,0
2020-08-06,Fountain Valley,1,68,0
2020-08-07,Fountain Valley,3,65,0
2020-08-08,Fountain Valley,2,44,0
2020-08-09,Fountain Valley,0,24,0
2020-08-10,Fountain Valley,1,50,0
2020-08-11,Fountain Valley,3,75,0
2020-08-12,Fountain Valley,7,85,0
2020-08-13,Fountain Valley,2,66,0
2020-08-14,Fountain Valley,4,87,0
2020-08-15,Fountain Valley,0,39,0
2020-08-16,Fountain Valley,1,33,0
2020-08-17,Fountain Valley,1,75,0
2020-08-18,Fountain Valley,0,68,0
2020-08-19,Fountain Valley,3,65,0
2020-08-20,Fountain Valley,2,75,0
2020-08-21,Fountain Valley,5,83,0
2020-08-22,Fountain Valley,1,42,1
2020-08-23,Fountain Valley,3,36,0
2020-08-24,Fountain Valley,2,85,1
2020-08-25,Fountain Valley,2,78,0
2020-08-26,Fountain Valley,2,78,0
2020-08-27,Fountain Valley,3,81,1
2020-08-28,Fountain Valley,0,85,0
2020-08-29,Fountain Valley,0,37,0
2020-08-30,Fountain Valley,2,28,0
2020-08-31,Fountain Valley,3,92,0
2020-09-01,Fountain Valley,3,59,0
2020-09-02,Fountain Valley,0,105,0
2020-09-03,Fountain Valley,1,59,0
2020-09-04,Fountain Valley,1,76,1
2020-09-05,Fountain Valley,0,34,0
2020-09-06,Fountain Valley,0,32,0
2020-09-07,Fountain Valley,0,27,0
2020-09-08,Fountain Valley,2,93,0
2020-09-09,Fountain Valley,1,97,0
2020-09-10,Fountain Valley,2,83,0
2020-09-11,Fountain Valley,0,80,0
2020-09-12,Fountain Valley,0,39,0
2020-09-13,Fountain Valley,0,22,0
2020-09-14,Fountain Valley,3,63,0
2020-09-15,Fountain Valley,0,35,0
2020-09-16,Fountain Valley,0,35,0
2020-09-17,Fountain Valley,0,25,0
2020-09-18,Fountain Valley,0,20,0
2020-09-19,Fountain Valley,0,6,0
2020-09-20,Fountain Valley,0,2,0
2020-02-07,Fullerton,0,1,0
2020-03-05,Fullerton,0,1,0
2020-03-09,Fullerton,0,3,0
2020-03-11,Fullerton,0,3,0
2020-03-12,Fullerton,0,1,0
2020-03-13,Fullerton,0,4,0
2020-03-14,Fullerton,0,1,0
2020-03-15,Fullerton,0,5,0
2020-03-16,Fullerton,0,12,0
2020-03-17,Fullerton,0,12,0
2020-03-18,Fullerton,1,8,0
2020-03-19,Fullerton,1,9,0
2020-03-20,Fullerton,2,10,0
2020-03-21,Fullerton,1,3,0
2020-03-22,Fullerton,0,2,0
2020-03-23,Fullerton,3,15,0
2020-03-24,Fullerton,0,15,0
2020-03-25,Fullerton,1,15,0
2020-03-26,Fullerton,0,5,0
2020-03-27,Fullerton,3,11,0
2020-03-28,Fullerton,1,5,0
2020-03-29,Fullerton,0,2,0
2020-03-30,Fullerton,1,10,0
2020-03-31,Fullerton,4,25,1
2020-04-01,Fullerton,3,28,0
2020-04-02,Fullerton,1,23,0
2020-04-03,Fullerton,4,28,0
2020-04-04,Fullerton,2,9,0
2020-04-05,Fullerton,2,12,0
2020-04-06,Fullerton,2,26,0
2020-04-07,Fullerton,2,24,0
2020-04-08,Fullerton,1,26,0
2020-04-09,Fullerton,1,18,0
2020-04-10,Fullerton,1,23,0
2020-04-11,Fullerton,1,9,0
2020-04-12,Fullerton,2,9,0
2020-04-13,Fullerton,4,26,0
2020-04-14,Fullerton,2,19,0
2020-04-15,Fullerton,0,28,1
2020-04-16,Fullerton,2,20,1
2020-04-17,Fullerton,4,23,0
2020-04-18,Fullerton,0,15,0
2020-04-19,Fullerton,2,15,0
2020-04-20,Fullerton,2,21,0
2020-04-21,Fullerton,4,46,0
2020-04-22,Fullerton,1,25,0
2020-04-23,Fullerton,2,24,0
2020-04-24,Fullerton,2,36,0
2020-04-25,Fullerton,3,19,0
2020-04-26,Fullerton,0,18,0
2020-04-27,Fullerton,5,58,0
2020-04-28,Fullerton,9,124,0
2020-04-29,Fullerton,5,57,0
2020-04-30,Fullerton,3,41,0
2020-05-01,Fullerton,4,58,0
2020-05-02,Fullerton,3,17,0
2020-05-03,Fullerton,2,26,0
2020-05-04,Fullerton,5,77,0
2020-05-05,Fullerton,1,80,1
2020-05-06,Fullerton,6,70,1
2020-05-07,Fullerton,3,83,0
2020-05-08,Fullerton,4,77,0
2020-05-09,Fullerton,3,28,1
2020-05-10,Fullerton,3,23,0
2020-05-11,Fullerton,8,135,0
2020-05-12,Fullerton,3,99,0
2020-05-13,Fullerton,5,112,1
2020-05-14,Fullerton,3,80,0
2020-05-15,Fullerton,2,110,0
2020-05-16,Fullerton,2,64,0
2020-05-17,Fullerton,3,24,0
2020-05-18,Fullerton,5,92,1
2020-05-19,Fullerton,4,105,0
2020-05-20,Fullerton,4,117,0
2020-05-21,Fullerton,5,125,0
2020-05-22,Fullerton,8,152,0
2020-05-23,Fullerton,3,61,0
2020-05-24,Fullerton,4,36,1
2020-05-25,Fullerton,2,41,0
2020-05-26,Fullerton,8,168,0
2020-05-27,Fullerton,6,157,0
2020-05-28,Fullerton,4,133,0
2020-05-29,Fullerton,11,172,1
2020-05-30,Fullerton,4,62,0
2020-05-31,Fullerton,2,48,0
2020-06-01,Fullerton,7,151,0
2020-06-02,Fullerton,13,196,0
2020-06-03,Fullerton,15,168,0
2020-06-04,Fullerton,13,166,0
2020-06-05,Fullerton,13,190,2
2020-06-06,Fullerton,8,81,1
2020-06-07,Fullerton,3,101,0
2020-06-08,Fullerton,12,182,0
2020-06-09,Fullerton,15,263,1
2020-06-10,Fullerton,7,180,1
2020-06-11,Fullerton,17,204,0
2020-06-12,Fullerton,13,201,0
2020-06-13,Fullerton,14,108,0
2020-06-14,Fullerton,6,71,0
2020-06-15,Fullerton,15,204,0
2020-06-16,Fullerton,23,343,0
2020-06-17,Fullerton,16,308,0
2020-06-18,Fullerton,37,275,1
2020-06-19,Fullerton,33,304,1
2020-06-20,Fullerton,20,146,1
2020-06-21,Fullerton,11,80,0
2020-06-22,Fullerton,36,285,1
2020-06-23,Fullerton,35,291,0
2020-06-24,Fullerton,47,336,0
2020-06-25,Fullerton,47,294,0
2020-06-26,Fullerton,49,276,0
2020-06-27,Fullerton,38,172,0
2020-06-28,Fullerton,17,98,1
2020-06-29,Fullerton,69,440,0
2020-06-30,Fullerton,55,358,0
2020-07-01,Fullerton,50,322,0
2020-07-02,Fullerton,43,309,1
2020-07-03,Fullerton,35,215,0
2020-07-04,Fullerton,10,74,1
2020-07-05,Fullerton,22,96,1
2020-07-06,Fullerton,51,452,1
2020-07-07,Fullerton,49,347,1
2020-07-08,Fullerton,54,359,1
2020-07-09,Fullerton,37,311,1
2020-07-10,Fullerton,43,291,0
2020-07-11,Fullerton,37,156,0
2020-07-12,Fullerton,16,207,1
2020-07-13,Fullerton,30,417,0
2020-07-14,Fullerton,26,292,1
2020-07-15,Fullerton,30,300,0
2020-07-16,Fullerton,44,343,0
2020-07-17,Fullerton,36,434,1
2020-07-18,Fullerton,18,203,0
2020-07-19,Fullerton,14,140,0
2020-07-20,Fullerton,30,329,0
2020-07-21,Fullerton,24,243,2
2020-07-22,Fullerton,15,263,0
2020-07-23,Fullerton,14,242,0
2020-07-24,Fullerton,13,232,0
2020-07-25,Fullerton,16,145,1
2020-07-26,Fullerton,12,109,0
